state,district,date,pincode,demo_age_5_17,demo_age_17_
Maharashtra,Mumbai Suburban,2025-12-31,119621756,796,7369
Maharashtra,Mumbai( Sub Urban ),2025-09-30,52010080,15,222
Maharashtra,Mumbai( Sub Urban ),2025-10-31,15203026,1,71
Maharashtra,Mumbai( Sub Urban ),2025-11-30,36006997,1,262
Maharashtra,Mumbai( Sub Urban ),2025-12-31,56410789,4,261
Maharashtra,Nagpur,2025-03-31,9690771,835,10447
Maharashtra,Nagpur,2025-04-30,440023,69,704
Maharashtra,Nagpur,2025-06-30,1762273,501,3332
Maharashtra,Nagpur,2025-07-31,440034,204,1330
Maharashtra,Nagpur,2025-09-30,216343874,665,5198
Maharashtra,Nagpur,2025-10-31,88125569,204,2940
Maharashtra,Nagpur,2025-11-30,115443215,412,7164
Maharashtra,Nagpur,2025-12-31,153320515,593,5928
Maharashtra,Nanded,2025-03-31,4748411,491,7635
Maharashtra,Nanded,2025-09-30,134696520,466,3918
Maharashtra,Nanded,2025-10-31,56554801,173,6461
Maharashtra,Nanded,2025-11-30,84185335,314,23296
Maharashtra,Nanded,2025-12-31,83321623,293,4552
Maharashtra,Nandurbar,2025-03-31,1276242,141,1626
Maharashtra,Nandurbar,2025-04-30,425412,85,961
Maharashtra,Nandurbar,2025-06-30,425413,61,339
Maharashtra,Nandurbar,2025-07-31,850822,164,1240
Maharashtra,Nandurbar,2025-09-30,61686327,165,1205
Maharashtra,Nandurbar,2025-10-31,23823598,30,1198
Maharashtra,Nandurbar,2025-11-30,39989721,63,1804
Maharashtra,Nandurbar,2025-12-31,43818508,87,1183
Maharashtra,Nandurbar *,2025-09-30,7657446,0,27
Maharashtra,Nandurbar *,2025-10-31,8508438,0,43
Maharashtra,Nandurbar *,2025-11-30,7232095,0,37
Maharashtra,Nandurbar *,2025-12-31,6806692,0,16
Maharashtra,Nashik,2025-03-31,9716614,937,12870
Maharashtra,Nashik,2025-05-31,423203,206,1997
Maharashtra,Nashik,2025-06-30,845206,518,3410
Maharashtra,Nashik,2025-07-31,422003,261,1723
Maharashtra,Nashik,2025-09-30,245518918,1069,7329
Maharashtra,Nashik,2025-10-31,97605253,241,5984
Maharashtra,Nashik,2025-11-30,144941260,484,18843
Maharashtra,Nashik,2025-12-31,149182582,614,7895
Maharashtra,Osmanabad,2025-03-31,3308451,240,6158
Maharashtra,Osmanabad,2025-05-31,413606,96,1339
Maharashtra,Osmanabad,2025-09-30,82295449,220,1841
Maharashtra,Osmanabad,2025-10-31,35151746,79,5664
Maharashtra,Osmanabad,2025-11-30,62445842,193,13737
Maharashtra,Osmanabad,2025-12-31,50451815,109,2789
Maharashtra,Palghar,2025-03-31,3632637,685,10430
Maharashtra,Palghar,2025-05-31,401209,277,2447
Maharashtra,Palghar,2025-07-31,401208,277,2609
Maharashtra,Palghar,2025-09-30,116351851,584,4951
Maharashtra,Palghar,2025-10-31,47866143,162,2344
Maharashtra,Palghar,2025-11-30,70065783,416,5207
Maharashtra,Palghar,2025-12-31,72834323,469,4550
Maharashtra,Parbhani,2025-03-31,2157800,131,2408
Maharashtra,Parbhani,2025-09-30,54802263,318,2121
Maharashtra,Parbhani,2025-10-31,31069721,116,5720
Maharashtra,Parbhani,2025-11-30,43583494,292,14761
Maharashtra,Parbhani,2025-12-31,40562474,226,2881
Maharashtra,Pune,2025-03-31,16456685,2192,27616
Maharashtra,Pune,2025-04-30,2055189,602,5616
Maharashtra,Pune,2025-05-31,1645284,554,4433
Maharashtra,Pune,2025-06-30,1647743,489,3760
Maharashtra,Pune,2025-07-31,2879434,1579,11745
Maharashtra,Pune,2025-09-30,435904585,1666,13367
Maharashtra,Pune,2025-10-31,189338776,564,8638
Maharashtra,Pune,2025-11-30,265481202,1059,22131
Maharashtra,Pune,2025-12-31,305467875,1424,17896
Maharashtra,Raigad,2025-03-31,1640842,192,1946
Maharashtra,Raigad,2025-04-30,410208,34,531
Maharashtra,Raigad,2025-05-31,410206,183,2047
Maharashtra,Raigad,2025-06-30,410206,226,2237
Maharashtra,Raigad,2025-07-31,410210,128,1015
Maharashtra,Raigad,2025-09-30,93736410,166,1624
Maharashtra,Raigad,2025-10-31,35193477,40,500
Maharashtra,Raigad,2025-11-30,69714311,123,1203
Maharashtra,Raigad,2025-12-31,85863147,170,1988
Maharashtra,Raigarh,2025-03-31,2445041,205,1969
Maharashtra,Raigarh,2025-09-30,168312875,342,2900
Maharashtra,Raigarh,2025-10-31,55878141,69,2979
Maharashtra,Raigarh,2025-11-30,116100362,270,10137
Maharashtra,Raigarh,2025-12-31,125406250,175,3251
Maharashtra,Raigarh(MH),2025-09-30,8121857,1,29
Maharashtra,Raigarh(MH),2025-10-31,5281993,1,17
Maharashtra,Raigarh(MH),2025-11-30,8114769,2,38
Maharashtra,Raigarh(MH),2025-12-31,8180207,0,45
Maharashtra,Ratnagiri,2025-03-31,1246862,55,1011
Maharashtra,Ratnagiri,2025-04-30,415804,17,157
Maharashtra,Ratnagiri,2025-09-30,196661829,185,2217
Maharashtra,Ratnagiri,2025-10-31,80245630,91,1413
Maharashtra,Ratnagiri,2025-11-30,133041068,150,4597
Maharashtra,Ratnagiri,2025-12-31,162161819,146,2385
Maharashtra,Sangli,2025-03-31,1665634,100,2857
Maharashtra,Sangli,2025-06-30,416416,109,1059
Maharashtra,Sangli,2025-09-30,172613785,286,2642
Maharashtra,Sangli,2025-10-31,69047350,83,1755
Maharashtra,Sangli,2025-11-30,120200571,154,8394
Maharashtra,Sangli,2025-12-31,141427231,181,3894
Maharashtra,Satara,2025-03-31,3731999,262,4534
Maharashtra,Satara,2025-09-30,227871436,325,3063
Maharashtra,Satara,2025-10-31,94673016,92,2514
Maharashtra,Satara,2025-11-30,134498372,187,8253
Maharashtra,Satara,2025-12-31,166031503,223,4071
Maharashtra,Sindhudurg,2025-03-31,1666143,80,1399
Maharashtra,Sindhudurg,2025-09-30,122482636,74,1148
Maharashtra,Sindhudurg,2025-10-31,67075654,45,1192
Maharashtra,Sindhudurg,2025-11-30,95823770,44,2326
Maharashtra,Sindhudurg,2025-12-31,104154290,46,1076
Maharashtra,Solapur,2025-03-31,9504583,559,11534
Maharashtra,Solapur,2025-07-31,413401,112,1266
Maharashtra,Solapur,2025-09-30,214882439,542,4543
Maharashtra,Solapur,2025-10-31,94637571,180,7883
Maharashtra,Solapur,2025-11-30,130190962,365,31309
Maharashtra,Solapur,2025-12-31,161162694,438,8791
Maharashtra,Thane,2025-03-31,10285916,2611,29331
Maharashtra,Thane,2025-04-30,421302,325,3750
Maharashtra,Thane,2025-05-31,1243309,972,7787
Maharashtra,Thane,2025-06-30,1623731,1380,10191
Maharashtra,Thane,2025-07-31,1243219,1452,9998
Maharashtra,Thane,2025-09-30,271536596,1440,13550
Maharashtra,Thane,2025-10-31,111790701,441,8097
Maharashtra,Thane,2025-11-30,171424049,1025,20006
Maharashtra,Thane,2025-12-31,200684763,1359,16043
Maharashtra,Wardha,2025-03-31,1326615,45,454
Maharashtra,Wardha,2025-07-31,442001,176,1207
Maharashtra,Wardha,2025-09-30,55715834,128,1079
Maharashtra,Wardha,2025-10-31,23436222,62,878
Maharashtra,Wardha,2025-11-30,31396292,59,1355
Maharashtra,Wardha,2025-12-31,34932383,141,1133
Maharashtra,Washim,2025-03-31,1777819,97,1323
Maharashtra,Washim,2025-06-30,444505,104,914
Maharashtra,Washim,2025-09-30,45325780,117,993
Maharashtra,Washim,2025-10-31,13776765,16,691
Maharashtra,Washim,2025-11-30,25773032,89,5786
Maharashtra,Washim,2025-12-31,31552945,96,1753
Maharashtra,Washim *,2025-09-30,4000344,1,10
Maharashtra,Washim *,2025-10-31,3999940,0,17
Maharashtra,Washim *,2025-11-30,11555915,0,179
Maharashtra,Washim *,2025-12-31,13333441,0,63
Maharashtra,Yavatmal,2025-03-31,6233458,382,8045
Maharashtra,Yavatmal,2025-06-30,445304,78,621
Maharashtra,Yavatmal,2025-09-30,90378298,352,3632
Maharashtra,Yavatmal,2025-10-31,43628647,138,5549
Maharashtra,Yavatmal,2025-11-30,68564986,167,23566
Maharashtra,Yavatmal,2025-12-31,81031076,228,6556
Manipur,Bishnupur,2025-03-31,1590267,335,2510
Manipur,Bishnupur,2025-09-30,15107484,155,725
Manipur,Bishnupur,2025-10-31,11926953,464,4624
Manipur,Bishnupur,2025-11-30,16697586,449,3222
Manipur,Bishnupur,2025-12-31,15902674,103,364
Manipur,Chandel,2025-09-30,29419437,36,272
Manipur,Chandel,2025-10-31,16697443,41,281
Manipur,Chandel,2025-11-30,26239153,100,676
Manipur,Chandel,2025-12-31,18287892,27,123
Manipur,Churachandpur,2025-03-31,2385258,463,1501
Manipur,Churachandpur,2025-09-30,58838422,136,564
Manipur,Churachandpur,2025-10-31,20673086,108,1221
Manipur,Churachandpur,2025-11-30,32599112,118,860
Manipur,Churachandpur,2025-12-31,23853142,90,408
Manipur,Imphal East,2025-03-31,1590140,144,968
Manipur,Imphal East,2025-09-30,60425354,183,870
Manipur,Imphal East,2025-10-31,33392394,296,1853
Manipur,Imphal East,2025-11-30,34982642,646,4690
Manipur,Imphal East,2025-12-31,29417911,218,1284
Manipur,Imphal West,2025-03-31,2385133,183,1330
Manipur,Imphal West,2025-09-30,77121735,251,1065
Manipur,Imphal West,2025-10-31,38163117,157,1519
Manipur,Imphal West,2025-11-30,51680605,887,6790
Manipur,Imphal West,2025-12-31,66786349,300,1457
Manipur,Jiribam,2025-03-31,795116,11,222
Manipur,Jiribam,2025-09-30,9541386,16,63
Manipur,Jiribam,2025-10-31,3975579,21,129
Manipur,Jiribam,2025-11-30,10336501,35,147
Manipur,Jiribam,2025-12-31,5565808,1,23
Manipur,Kakching,2025-09-30,15107075,78,318
Manipur,Kakching,2025-10-31,9541253,37,142
Manipur,Kakching,2025-11-30,7951252,4,55
Manipur,Kakching,2025-12-31,13516867,44,143
Manipur,Pherzawl,2025-09-30,1590242,1,2
Manipur,Pherzawl,2025-10-31,2385363,0,29
Manipur,Pherzawl,2025-11-30,3975605,1,12
Manipur,Pherzawl,2025-12-31,7156089,7,31
Manipur,Senapati,2025-03-31,3975649,107,721
Manipur,Senapati,2025-09-30,113699476,192,635
Manipur,Senapati,2025-10-31,59633056,220,990
Manipur,Senapati,2025-11-30,80304808,352,1893
Manipur,Senapati,2025-12-31,70763545,108,471
Manipur,Tamenglong,2025-03-31,1590306,95,427
Manipur,Tamenglong,2025-09-30,31805466,45,173
Manipur,Tamenglong,2025-10-31,17492870,28,144
Manipur,Tamenglong,2025-11-30,22263887,165,627
Manipur,Tamenglong,2025-12-31,21468768,51,157
Manipur,Thoubal,2025-03-31,2385384,218,1155
Manipur,Thoubal,2025-09-30,37371159,235,2730
Manipur,Thoubal,2025-10-31,23058537,335,3787
Manipur,Thoubal,2025-11-30,19878135,487,2598
Manipur,Thoubal,2025-12-31,32600353,469,1982
Manipur,Ukhrul,2025-09-30,22263392,60,260
Manipur,Ukhrul,2025-10-31,3975591,8,66
Manipur,Ukhrul,2025-11-30,20673496,157,1363
Manipur,Ukhrul,2025-12-31,21468377,47,267
Meghalaya,East Garo Hills,2025-03-31,794110,14,516
Meghalaya,East Garo Hills,2025-09-30,32448264,46,789
Meghalaya,East Garo Hills,2025-10-31,12661828,7,136
Meghalaya,East Garo Hills,2025-11-30,11889592,10,129
Meghalaya,East Garo Hills,2025-12-31,14250049,7,64
Meghalaya,East Jaintia Hills,2025-03-31,793200,82,714
Meghalaya,East Jaintia Hills,2025-09-30,14277220,51,368
Meghalaya,East Jaintia Hills,2025-10-31,3965920,9,47
Meghalaya,East Jaintia Hills,2025-11-30,10311210,10,71
Meghalaya,East Jaintia Hills,2025-12-31,12690880,17,60
Meghalaya,East Khasi Hills,2025-03-31,3965262,209,1459
Meghalaya,East Khasi Hills,2025-09-30,141954305,150,1231
Meghalaya,East Khasi Hills,2025-10-31,79304075,90,579
Meghalaya,East Khasi Hills,2025-11-30,72959245,28,342
Meghalaya,East Khasi Hills,2025-12-31,86442123,93,513
Meghalaya,Eastern West Khasi Hills,2025-09-30,6344958,2,24
Meghalaya,Eastern West Khasi Hills,2025-10-31,2379359,1,2
Meghalaya,Eastern West Khasi Hills,2025-11-30,1586240,1,6
Meghalaya,Eastern West Khasi Hills,2025-12-31,1586240,2,2
Meghalaya,Jaintia Hills,2025-09-30,2379500,0,3
Meghalaya,Jaintia Hills,2025-10-31,2379600,0,3
Meghalaya,Jaintia Hills,2025-11-30,2379560,0,3
Meghalaya,Jaintia Hills,2025-12-31,1586300,0,2
Meghalaya,North Garo Hills,2025-09-30,25334148,18,334
Meghalaya,North Garo Hills,2025-10-31,10301040,5,100
Meghalaya,North Garo Hills,2025-11-30,26161082,12,166
Meghalaya,North Garo Hills,2025-12-31,15087860,6,89
Meghalaya,Ri Bhoi,2025-03-31,1586207,175,1465
Meghalaya,Ri Bhoi,2025-09-30,41170684,84,621
Meghalaya,Ri Bhoi,2025-10-31,22159098,42,287
Meghalaya,Ri Bhoi,2025-11-30,15068947,20,162
Meghalaya,Ri Bhoi,2025-12-31,33250560,24,303
Meghalaya,South Garo Hills,2025-03-31,1588216,37,813
Meghalaya,South Garo Hills,2025-09-30,25410983,31,268
Meghalaya,South Garo Hills,2025-10-31,10322995,1,72
Meghalaya,South Garo Hills,2025-11-30,15881612,2,104
Meghalaya,South Garo Hills,2025-12-31,18263871,8,75
Meghalaya,South West Garo Hills,2025-03-31,794106,36,1235
Meghalaya,South West Garo Hills,2025-09-30,22235040,59,622
Meghalaya,South West Garo Hills,2025-10-31,6352877,10,100
Meghalaya,South West Garo Hills,2025-11-30,10323418,17,159
Meghalaya,South West Garo Hills,2025-12-31,12705715,23,137
Meghalaya,South West Khasi Hills,2025-03-31,793114,92,703
Meghalaya,South West Khasi Hills,2025-09-30,16655384,30,208
Meghalaya,South West Khasi Hills,2025-10-31,3172461,2,19
Meghalaya,South West Khasi Hills,2025-11-30,8724224,20,40
Meghalaya,South West Khasi Hills,2025-12-31,15862231,10,63
Meghalaya,West Garo Hills,2025-03-31,2382108,79,1720
Meghalaya,West Garo Hills,2025-09-30,51614775,85,1179
Meghalaya,West Garo Hills,2025-10-31,12705371,49,438
Meghalaya,West Garo Hills,2025-11-30,34144876,81,695
Meghalaya,West Garo Hills,2025-12-31,26203507,17,278
Meghalaya,West Jaintia Hills,2025-03-31,1586311,218,1401
Meghalaya,West Jaintia Hills,2025-09-30,19828400,73,490
Meghalaya,West Jaintia Hills,2025-10-31,7138292,12,79
Meghalaya,West Jaintia Hills,2025-11-30,15069776,14,141
Meghalaya,West Jaintia Hills,2025-12-31,13483601,49,243
Meghalaya,West Khasi Hills,2025-03-31,793120,78,1149
Meghalaya,West Khasi Hills,2025-09-30,15069255,113,894
Meghalaya,West Khasi Hills,2025-10-31,8714311,43,291
Meghalaya,West Khasi Hills,2025-11-30,4758716,26,159
Meghalaya,West Khasi Hills,2025-12-31,11059703,25,121
Mizoram,Aizawl,2025-03-31,3184176,208,1080
Mizoram,Aizawl,2025-09-30,96326896,81,727
Mizoram,Aizawl,2025-10-31,42987490,58,301
Mizoram,Aizawl,2025-11-30,58910458,36,316
Mizoram,Aizawl,2025-12-31,53335649,52,340
Mizoram,Champhai,2025-03-31,796321,68,912
Mizoram,Champhai,2025-06-30,1592631,52,790
Mizoram,Champhai,2025-09-30,35037696,35,246
Mizoram,Champhai,2025-10-31,15130007,28,107
Mizoram,Champhai,2025-11-30,11944733,7,54
Mizoram,Champhai,2025-12-31,15926238,8,107
Mizoram,Hnahthial,2025-09-30,3186284,1,5
Mizoram,Hnahthial,2025-11-30,3186284,1,7
Mizoram,Hnahthial,2025-12-31,3186284,0,6
Mizoram,Khawzawl,2025-09-30,2388990,1,2
Mizoram,Khawzawl,2025-10-31,796370,0,1
Mizoram,Khawzawl,2025-12-31,1592620,2,0
Mizoram,Kolasib,2025-04-30,796081,95,400
Mizoram,Kolasib,2025-05-31,796081,76,414
Mizoram,Kolasib,2025-09-30,28658516,48,140
Mizoram,Kolasib,2025-10-31,8756822,5,34
Mizoram,Kolasib,2025-11-30,27862620,12,82
Mizoram,Kolasib,2025-12-31,11144892,4,19
Mizoram,Lawngtlai,2025-04-30,796891,31,372
Mizoram,Lawngtlai,2025-09-30,24701850,19,226
Mizoram,Lawngtlai,2025-10-31,12749061,11,73
Mizoram,Lawngtlai,2025-11-30,19124393,11,119
Mizoram,Lawngtlai,2025-12-31,15936154,18,166
Mizoram,Lunglei,2025-03-31,796730,37,369
Mizoram,Lunglei,2025-09-30,35052523,34,226
Mizoram,Lunglei,2025-10-31,15136974,28,95
Mizoram,Lunglei,2025-11-30,21509959,33,226
Mizoram,Lunglei,2025-12-31,23901023,17,184
Mizoram,Mamit,2025-03-31,796431,36,336
Mizoram,Mamit,2025-09-30,22300615,14,55
Mizoram,Mamit,2025-10-31,13538853,9,45
Mizoram,Mamit,2025-11-30,8760921,0,40
Mizoram,Mamit,2025-12-31,11946725,20,50
Mizoram,Mammit,2025-09-30,23893279,3,58
Mizoram,Mammit,2025-10-31,6370848,4,19
Mizoram,Mammit,2025-11-30,3185814,0,8
Mizoram,Mammit,2025-12-31,8759293,0,17
Mizoram,Saiha,2025-03-31,1593812,107,706
Mizoram,Saiha,2025-09-30,11953575,8,95
Mizoram,Saiha,2025-10-31,7172139,19,75
Mizoram,Saiha,2025-11-30,3984525,1,24
Mizoram,Saiha,2025-12-31,6375248,0,22
Mizoram,Saitual,2025-09-30,8758500,0,13
Mizoram,Saitual,2025-10-31,4777624,1,6
Mizoram,Saitual,2025-11-30,796290,0,1
Mizoram,Serchhip,2025-03-31,796181,73,428
Mizoram,Serchhip,2025-04-30,796181,76,238
Mizoram,Serchhip,2025-09-30,19108532,29,117
Mizoram,Serchhip,2025-10-31,5573406,3,13
Mizoram,Serchhip,2025-11-30,7962063,4,18
Mizoram,Serchhip,2025-12-31,9554157,0,41
Nagaland,Chumukedima,2025-03-31,797103,18,145
Nagaland,Chumukedima,2025-09-30,16739259,8,55
Nagaland,Chumukedima,2025-10-31,7971064,12,75
Nagaland,Chumukedima,2025-11-30,10362441,12,98
Nagaland,Chumukedima,2025-12-31,14347920,12,33
Nagaland,Dimapur,2025-03-31,797117,12,25
Nagaland,Dimapur,2025-09-30,39860136,33,447
Nagaland,Dimapur,2025-10-31,17536431,19,176
Nagaland,Dimapur,2025-11-30,33478745,29,334
Nagaland,Dimapur,2025-12-31,26304689,25,177
Nagaland,Kiphire,2025-03-31,798611,60,682
Nagaland,Kiphire,2025-09-30,5590277,10,128
Nagaland,Kiphire,2025-10-31,2395833,25,40
Nagaland,Kiphire,2025-11-30,6388888,3,75
Nagaland,Kiphire,2025-12-31,3993057,7,35
Nagaland,Kohima,2025-09-30,43041038,19,224
Nagaland,Kohima,2025-10-31,15143679,8,74
Nagaland,Kohima,2025-11-30,28694259,14,107
Nagaland,Kohima,2025-12-31,26302015,4,110
Nagaland,Longleng,2025-09-30,7187598,3,25
Nagaland,Longleng,2025-10-31,2395868,2,9
Nagaland,Longleng,2025-11-30,8784845,4,25
Nagaland,Longleng,2025-12-31,9583473,5,31
Nagaland,Meluri,2025-09-30,4782684,0,11
Nagaland,Meluri,2025-11-30,3188456,2,8
Nagaland,Meluri,2025-12-31,1594228,0,2
Nagaland,Mokokchung,2025-03-31,798601,19,391
Nagaland,Mokokchung,2025-09-30,31145806,15,239
Nagaland,Mokokchung,2025-10-31,10381996,2,31
Nagaland,Mokokchung,2025-11-30,25555511,9,183
Nagaland,Mokokchung,2025-12-31,26354089,9,80
Nagaland,Mon,2025-03-31,798621,48,313
Nagaland,Mon,2025-09-30,22361117,40,248
Nagaland,Mon,2025-10-31,12777791,46,130
Nagaland,Mon,2025-11-30,15972222,15,126
Nagaland,Mon,2025-12-31,21562556,28,144
Nagaland,Niuland,2025-09-30,6376907,2,13
Nagaland,Niuland,2025-10-31,4782680,3,14
Nagaland,Niuland,2025-11-30,3188460,1,7
Nagaland,Niuland,2025-12-31,7971144,4,20
Nagaland,Noklak,2025-09-30,7187634,7,36
Nagaland,Noklak,2025-10-31,2395878,3,22
Nagaland,Noklak,2025-11-30,9583512,8,40
Nagaland,Noklak,2025-12-31,4791756,0,15
Nagaland,Peren,2025-03-31,1594211,45,337
Nagaland,Peren,2025-09-30,16739230,17,133
Nagaland,Peren,2025-10-31,5579637,26,29
Nagaland,Peren,2025-11-30,4782642,14,37
Nagaland,Peren,2025-12-31,13550793,14,50
Nagaland,Phek,2025-09-30,23913195,12,162
Nagaland,Phek,2025-10-31,7971065,11,50
Nagaland,Phek,2025-11-30,10362371,2,24
Nagaland,Phek,2025-12-31,16739206,6,65
Nagaland,Shamator,2025-09-30,6389024,4,43
Nagaland,Shamator,2025-10-31,3993140,7,26
Nagaland,Shamator,2025-11-30,798628,0,9
Nagaland,Tseminyu,2025-09-30,1594218,1,2
Nagaland,Tseminyu,2025-11-30,3188436,0,8
Nagaland,Tseminyu,2025-12-31,4782654,0,6
Nagaland,Tuensang,2025-03-31,798616,16,167
Nagaland,Tuensang,2025-09-30,18368136,24,236
Nagaland,Tuensang,2025-10-31,7187539,14,32
Nagaland,Tuensang,2025-11-30,19965392,28,231
Nagaland,Tuensang,2025-12-31,15972338,12,120
Nagaland,Wokha,2025-03-31,797111,35,511
Nagaland,Wokha,2025-09-30,11159521,11,102
Nagaland,Wokha,2025-10-31,2391311,1,14
Nagaland,Wokha,2025-11-30,7173944,2,36
Nagaland,Wokha,2025-12-31,4782668,6,13
Nagaland,Zunheboto,2025-03-31,798620,53,498
Nagaland,Zunheboto,2025-09-30,18362168,15,140
Nagaland,Zunheboto,2025-10-31,6384426,5,58
Nagaland,Zunheboto,2025-11-30,12773324,9,78
Nagaland,Zunheboto,2025-12-31,15169202,21,115
ODISHA,NUAPADA,2025-09-30,1532225,0,3
ODISHA,NUAPADA,2025-10-31,766118,0,1
ODISHA,NUAPADA,2025-11-30,3064450,2,2
ODISHA,NUAPADA,2025-12-31,1532214,0,2
Odisha,ANGUL,2025-09-30,1518238,1,1
Odisha,ANGUL,2025-10-31,759119,0,1
Odisha,ANUGUL,2025-09-30,3795595,0,17
Odisha,ANUGUL,2025-10-31,759119,0,1
Odisha,ANUGUL,2025-11-30,1518238,0,6
Odisha,ANUGUL,2025-12-31,6072952,0,16
Odisha,Angul,2025-03-31,6832113,512,3798
Odisha,Angul,2025-09-30,141194870,193,1875
Odisha,Angul,2025-10-31,67561251,179,671
Odisha,Angul,2025-11-30,88817082,116,766
Odisha,Angul,2025-12-31,123736335,197,1303
Odisha,Anugul,2025-09-30,50860984,8,153
Odisha,Anugul,2025-10-31,15941358,2,34
Odisha,Anugul,2025-11-30,29605654,3,75
Odisha,Anugul,2025-12-31,29605913,7,77
Odisha,Balangir,2025-03-31,6136243,290,2603
Odisha,Balangir,2025-07-31,767025,155,953
Odisha,Balangir,2025-09-30,166446622,276,2195
Odisha,Balangir,2025-10-31,75936759,189,807
Odisha,Balangir,2025-11-30,94345643,207,918
Odisha,Balangir,2025-12-31,100481653,202,1088
Odisha,Baleshwar,2025-03-31,3024287,52,469
Odisha,Baleshwar,2025-09-30,263876198,64,1145
Odisha,Baleshwar,2025-10-31,116435302,26,440
Odisha,Baleshwar,2025-11-30,146679788,44,537
Odisha,Baleshwar,2025-12-31,176926623,43,511
Odisha,Baleswar,2025-03-31,14364742,1008,6086
Odisha,Baleswar,2025-09-30,278982774,407,2229
Odisha,Baleswar,2025-10-31,136845285,261,905
Odisha,Baleswar,2025-11-30,154990464,307,967
Odisha,Baleswar,2025-12-31,195816125,347,1193
Odisha,Balianta,2025-12-31,752101,0,1
Odisha,Bargarh,2025-03-31,4608314,223,2141
Odisha,Bargarh,2025-09-30,151306514,290,2321
Odisha,Bargarh,2025-10-31,66052525,175,1015
Odisha,Bargarh,2025-11-30,100615067,258,1226
Odisha,Bargarh,2025-12-31,105223760,198,1359
Odisha,Baudh,2025-09-30,22860560,4,89
Odisha,Baudh,2025-10-31,14478360,3,63
Odisha,Baudh,2025-11-30,20574535,4,70
Odisha,Baudh,2025-12-31,19050479,8,84
Odisha,Bhadrak,2025-03-31,12098060,947,5524
Odisha,Bhadrak,2025-09-30,199610707,370,2206
Odisha,Bhadrak,2025-10-31,71832503,167,632
Odisha,Bhadrak,2025-11-30,138366039,371,1231
Odisha,Bhadrak,2025-12-31,149705468,268,1172
Odisha,Boudh,2025-03-31,762018,10,98
Odisha,Boudh,2025-09-30,64007571,67,614
Odisha,Boudh,2025-10-31,30480756,95,350
Odisha,Boudh,2025-11-30,38854865,48,209
Odisha,Boudh,2025-12-31,44191035,53,308
Odisha,Cuttack,2025-03-31,10553941,528,4947
Odisha,Cuttack,2025-09-30,346782713,388,3019
Odisha,Cuttack,2025-10-31,150011740,157,963
Odisha,Cuttack,2025-11-30,183947273,188,1094
Odisha,Cuttack,2025-12-31,243499928,290,1744
Odisha,Debagarh,2025-03-31,1536227,119,1082
Odisha,Debagarh,2025-09-30,33796927,58,520
Odisha,Debagarh,2025-10-31,18434709,52,249
Odisha,Debagarh,2025-11-30,6913006,11,43
Odisha,Debagarh,2025-12-31,19970876,43,275
Odisha,Dhenkanal,2025-03-31,7590307,572,3607
Odisha,Dhenkanal,2025-09-30,137386053,274,2326
Odisha,Dhenkanal,2025-10-31,47819302,111,485
Odisha,Dhenkanal,2025-11-30,79695774,163,841
Odisha,Dhenkanal,2025-12-31,73626425,171,890
Odisha,Gajapati,2025-03-31,3044837,114,814
Odisha,Gajapati,2025-09-30,103518414,203,1369
Odisha,Gajapati,2025-10-31,44909003,141,453
Odisha,Gajapati,2025-11-30,60132115,152,590
Odisha,Gajapati,2025-12-31,65460361,96,572
Odisha,Ganjam,2025-03-31,22830049,1269,11450
Odisha,Ganjam,2025-09-30,450480957,584,4618
Odisha,Ganjam,2025-10-31,191002873,373,1984
Odisha,Ganjam,2025-11-30,248061781,448,2392
Odisha,Ganjam,2025-12-31,305127207,614,3206
Odisha,JAJPUR,2025-03-31,11324243,563,3762
Odisha,JAJPUR,2025-09-30,215138479,150,1066
Odisha,JAJPUR,2025-10-31,80021026,57,353
Odisha,JAJPUR,2025-11-30,97392595,68,393
Odisha,JAJPUR,2025-12-31,132102398,91,551
Odisha,Jagatsinghapur,2025-03-31,9049526,361,3093
Odisha,Jagatsinghapur,2025-09-30,141776524,104,698
Odisha,Jagatsinghapur,2025-10-31,51281028,82,216
Odisha,Jagatsinghapur,2025-11-30,86724495,102,312
Odisha,Jagatsinghapur,2025-12-31,107841192,134,466
Odisha,Jagatsinghpur,2025-09-30,116889383,13,546
Odisha,Jagatsinghpur,2025-10-31,37706480,15,150
Odisha,Jagatsinghpur,2025-11-30,65609012,13,203
Odisha,Jagatsinghpur,2025-12-31,79937500,24,264
Odisha,Jajapur,2025-03-31,9812768,357,2606
Odisha,Jajapur,2025-09-30,231008709,156,1704
Odisha,Jajapur,2025-10-31,74736986,87,474
Odisha,Jajapur,2025-11-30,117007767,141,714
Odisha,Jajapur,2025-12-31,131353167,141,867
Odisha,Jajpur,2025-09-30,6795203,0,20
Odisha,Jajpur,2025-10-31,4530124,0,9
Odisha,Jajpur,2025-11-30,9815271,0,31
Odisha,Jajpur,2025-12-31,12835336,0,27
Odisha,Jharsuguda,2025-03-31,6913927,323,3343
Odisha,Jharsuguda,2025-09-30,100636228,88,908
Odisha,Jharsuguda,2025-10-31,40715387,63,335
Odisha,Jharsuguda,2025-11-30,50702232,82,467
Odisha,Jharsuguda,2025-12-31,76053363,90,559
Odisha,Kalahandi,2025-03-31,7660451,477,4910
Odisha,Kalahandi,2025-09-30,163166472,495,3727
Odisha,Kalahandi,2025-10-31,64346844,196,1151
Odisha,Kalahandi,2025-11-30,88094290,182,1280
